item1,item2,similarity,grupo,categoria,tipo_producto,titulo,pais_revista,revista,ISSN,ano,vol,fasc,pags,DOI,autores
341,295,0.7348469228349533,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Patrones de consumo de heroína en una muestra de consumidores de Medellín ¿ Colombia,Brasil,Revista Brasileira de Epidemiologia ,1415-790X,2012,15,3 ,504 - 522,,"GUILLERMO ALONSO CASTANO PEREZ, GUSTAVO ADOLFO CALDERON VALLEJO"
341,332,0.7452413135250994,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Patrones de consumo de heroína en una muestra de consumidores de Medellín ¿ Colombia,Brasil,Revista Brasileira de Epidemiologia ,1415-790X,2012,15,3 ,504 - 522,,"GUILLERMO ALONSO CASTANO PEREZ, GUSTAVO ADOLFO CALDERON VALLEJO"
341,311,0.7462185372015078,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Patrones de consumo de heroína en una muestra de consumidores de Medellín ¿ Colombia,Brasil,Revista Brasileira de Epidemiologia ,1415-790X,2012,15,3 ,504 - 522,,"GUILLERMO ALONSO CASTANO PEREZ, GUSTAVO ADOLFO CALDERON VALLEJO"
341,354,0.7452413135250994,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Patrones de consumo de heroína en una muestra de consumidores de Medellín ¿ Colombia,Brasil,Revista Brasileira de Epidemiologia ,1415-790X,2012,15,3 ,504 - 522,,"GUILLERMO ALONSO CASTANO PEREZ, GUSTAVO ADOLFO CALDERON VALLEJO"
342,343,0.9999999999999998,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,LA INFLUENCIA DEL CONTEXTO SOCIOCULTURAL EN EL CONSUMO DE ALCOHOL EN POBLACIÓN UNIVERSITARIA,Colombia,Tipica: Boletin Electronico De Salud Escolar ,1900-5121,2012,8,02 ,100 - 109,,"ANGELA MARIA PARRA BASTIDAS, GUSTAVO ADOLFO CALDERON VALLEJO"
343,342,0.9999999999999998,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,La influencia del contexto sociocultural en el consumo de alcohol en población universitaria,Colombia,Tipica: Boletin Electronico De Salud Escolar ,1900-5121,2012,8,2 ,99 - 109,,GUSTAVO ADOLFO CALDERON VALLEJO
345,349,0.7368421052631574,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Imaginarios sobre el consumo de alcohol en estudiantes de cuatro universidades de Medellín,Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,2012,36,NA ,287 - 310,,"ANGELA MARIA PARRA BASTIDAS, GUSTAVO ADOLFO CALDERON VALLEJO"
345,333,0.7368421052631574,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Imaginarios sobre el consumo de alcohol en estudiantes de cuatro universidades de Medellín,Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,2012,36,NA ,287 - 310,,"ANGELA MARIA PARRA BASTIDAS, GUSTAVO ADOLFO CALDERON VALLEJO"
345,339,0.7368421052631574,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Imaginarios sobre el consumo de alcohol en estudiantes de cuatro universidades de Medellín,Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,2012,36,NA ,287 - 310,,"ANGELA MARIA PARRA BASTIDAS, GUSTAVO ADOLFO CALDERON VALLEJO"
345,332,0.7198740330653559,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Imaginarios sobre el consumo de alcohol en estudiantes de cuatro universidades de Medellín,Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,2012,36,NA ,287 - 310,,"ANGELA MARIA PARRA BASTIDAS, GUSTAVO ADOLFO CALDERON VALLEJO"
345,346,0.9999999999999992,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Imaginarios sobre el consumo de alcohol en estudiantes de cuatro universidades de Medellín,Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,2012,36,NA ,287 - 310,,"ANGELA MARIA PARRA BASTIDAS, GUSTAVO ADOLFO CALDERON VALLEJO"
346,345,0.9999999999999992,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Imaginarios sobre el consumo de alcohol en estudiantes de cuatro universidades de Medellín,Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,2012,36,N/A ,287 - 310,,"GUSTAVO ADOLFO CALDERON VALLEJO, ANGELA MARIA PARRA, ANGELA MARIA PARRA BASTIDAS"
346,332,0.7198740330653559,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Imaginarios sobre el consumo de alcohol en estudiantes de cuatro universidades de Medellín,Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,2012,36,N/A ,287 - 310,,"GUSTAVO ADOLFO CALDERON VALLEJO, ANGELA MARIA PARRA, ANGELA MARIA PARRA BASTIDAS"
346,333,0.7368421052631574,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Imaginarios sobre el consumo de alcohol en estudiantes de cuatro universidades de Medellín,Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,2012,36,N/A ,287 - 310,,"GUSTAVO ADOLFO CALDERON VALLEJO, ANGELA MARIA PARRA, ANGELA MARIA PARRA BASTIDAS"
346,349,0.7368421052631574,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Imaginarios sobre el consumo de alcohol en estudiantes de cuatro universidades de Medellín,Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,2012,36,N/A ,287 - 310,,"GUSTAVO ADOLFO CALDERON VALLEJO, ANGELA MARIA PARRA, ANGELA MARIA PARRA BASTIDAS"
346,339,0.7368421052631574,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Imaginarios sobre el consumo de alcohol en estudiantes de cuatro universidades de Medellín,Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,2012,36,N/A ,287 - 310,,"GUSTAVO ADOLFO CALDERON VALLEJO, ANGELA MARIA PARRA, ANGELA MARIA PARRA BASTIDAS"
349,339,0.9999999999999992,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,CONSUMO DE ALCOHOL Y FACTORES DE RIESGO EN ESTUDIANTES DE DOS UNIVERSIDADES COLOMBIANAS,Colombia,El Ágora Usb ,1657-8031,2011,12,1 ,127 - 141,,"GUILLERMO ALONSO CASTANO PEREZ, GUSTAVO ADOLFO CALDERON VALLEJO, FRANCISCO JAVIER ARIAS ZAPATA, VICTOR HUGO CANO BEDOYA"
349,332,0.7198740330653559,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,CONSUMO DE ALCOHOL Y FACTORES DE RIESGO EN ESTUDIANTES DE DOS UNIVERSIDADES COLOMBIANAS,Colombia,El Ágora Usb ,1657-8031,2011,12,1 ,127 - 141,,"GUILLERMO ALONSO CASTANO PEREZ, GUSTAVO ADOLFO CALDERON VALLEJO, FRANCISCO JAVIER ARIAS ZAPATA, VICTOR HUGO CANO BEDOYA"
349,352,0.7004727969157799,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,CONSUMO DE ALCOHOL Y FACTORES DE RIESGO EN ESTUDIANTES DE DOS UNIVERSIDADES COLOMBIANAS,Colombia,El Ágora Usb ,1657-8031,2011,12,1 ,127 - 141,,"GUILLERMO ALONSO CASTANO PEREZ, GUSTAVO ADOLFO CALDERON VALLEJO, FRANCISCO JAVIER ARIAS ZAPATA, VICTOR HUGO CANO BEDOYA"
349,351,0.7004727969157799,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,CONSUMO DE ALCOHOL Y FACTORES DE RIESGO EN ESTUDIANTES DE DOS UNIVERSIDADES COLOMBIANAS,Colombia,El Ágora Usb ,1657-8031,2011,12,1 ,127 - 141,,"GUILLERMO ALONSO CASTANO PEREZ, GUSTAVO ADOLFO CALDERON VALLEJO, FRANCISCO JAVIER ARIAS ZAPATA, VICTOR HUGO CANO BEDOYA"
349,290,0.7082005278281702,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,CONSUMO DE ALCOHOL Y FACTORES DE RIESGO EN ESTUDIANTES DE DOS UNIVERSIDADES COLOMBIANAS,Colombia,El Ágora Usb ,1657-8031,2011,12,1 ,127 - 141,,"GUILLERMO ALONSO CASTANO PEREZ, GUSTAVO ADOLFO CALDERON VALLEJO, FRANCISCO JAVIER ARIAS ZAPATA, VICTOR HUGO CANO BEDOYA"
349,345,0.7368421052631574,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,CONSUMO DE ALCOHOL Y FACTORES DE RIESGO EN ESTUDIANTES DE DOS UNIVERSIDADES COLOMBIANAS,Colombia,El Ágora Usb ,1657-8031,2011,12,1 ,127 - 141,,"GUILLERMO ALONSO CASTANO PEREZ, GUSTAVO ADOLFO CALDERON VALLEJO, FRANCISCO JAVIER ARIAS ZAPATA, VICTOR HUGO CANO BEDOYA"
349,346,0.7368421052631574,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,CONSUMO DE ALCOHOL Y FACTORES DE RIESGO EN ESTUDIANTES DE DOS UNIVERSIDADES COLOMBIANAS,Colombia,El Ágora Usb ,1657-8031,2011,12,1 ,127 - 141,,"GUILLERMO ALONSO CASTANO PEREZ, GUSTAVO ADOLFO CALDERON VALLEJO, FRANCISCO JAVIER ARIAS ZAPATA, VICTOR HUGO CANO BEDOYA"
349,333,0.9999999999999992,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,CONSUMO DE ALCOHOL Y FACTORES DE RIESGO EN ESTUDIANTES DE DOS UNIVERSIDADES COLOMBIANAS,Colombia,El Ágora Usb ,1657-8031,2011,12,1 ,127 - 141,,"GUILLERMO ALONSO CASTANO PEREZ, GUSTAVO ADOLFO CALDERON VALLEJO, FRANCISCO JAVIER ARIAS ZAPATA, VICTOR HUGO CANO BEDOYA"
350,354,0.728044007545613,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Eleccion de estilos de vida no violentos ni autodestructivos en algunos adolescentes de la ciudad de medellin. Un enfoque psicoanalítico,Colombia,Revista Colombiana De Ciencias Sociales ,2216-1201,2011,3,N/A ,1 - 32,http://www.funlam.edu.co/revistas/index.php/RCCS/article/viewFile/237/226,NICOLAS IGNACIO URIBE ARAMBURO
351,349,0.7004727969157799,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Consumo de alcohol en universitarios y su relación con los factores de riesgo, en estudiantes de la Fundación Universitaria Luis Amigó, Medellín, 2010",Colombia,Katharsis ,0124-7816,2011,7, ,73 - 90,,"GUILLERMO ALONSO CASTANO PEREZ, GUSTAVO ADOLFO CALDERON VALLEJO"
351,333,0.7004727969157799,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Consumo de alcohol en universitarios y su relación con los factores de riesgo, en estudiantes de la Fundación Universitaria Luis Amigó, Medellín, 2010",Colombia,Katharsis ,0124-7816,2011,7, ,73 - 90,,"GUILLERMO ALONSO CASTANO PEREZ, GUSTAVO ADOLFO CALDERON VALLEJO"
351,339,0.7004727969157799,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Consumo de alcohol en universitarios y su relación con los factores de riesgo, en estudiantes de la Fundación Universitaria Luis Amigó, Medellín, 2010",Colombia,Katharsis ,0124-7816,2011,7, ,73 - 90,,"GUILLERMO ALONSO CASTANO PEREZ, GUSTAVO ADOLFO CALDERON VALLEJO"
351,352,0.9999999999999997,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Consumo de alcohol en universitarios y su relación con los factores de riesgo, en estudiantes de la Fundación Universitaria Luis Amigó, Medellín, 2010",Colombia,Katharsis ,0124-7816,2011,7, ,73 - 90,,"GUILLERMO ALONSO CASTANO PEREZ, GUSTAVO ADOLFO CALDERON VALLEJO"
352,333,0.7004727969157799,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Consumo de alcohol en universitarios y su relación con los factores de riesgo, en estudiantes de la Fundación Universitaria Luis Amigó, Medellín, 2010",Colombia,Katharsis ,0124-7816,2011,7,11 ,73 - 90,,GUSTAVO ADOLFO CALDERON VALLEJO
352,351,0.9999999999999997,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Consumo de alcohol en universitarios y su relación con los factores de riesgo, en estudiantes de la Fundación Universitaria Luis Amigó, Medellín, 2010",Colombia,Katharsis ,0124-7816,2011,7,11 ,73 - 90,,GUSTAVO ADOLFO CALDERON VALLEJO
352,339,0.7004727969157799,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Consumo de alcohol en universitarios y su relación con los factores de riesgo, en estudiantes de la Fundación Universitaria Luis Amigó, Medellín, 2010",Colombia,Katharsis ,0124-7816,2011,7,11 ,73 - 90,,GUSTAVO ADOLFO CALDERON VALLEJO
352,349,0.7004727969157799,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Consumo de alcohol en universitarios y su relación con los factores de riesgo, en estudiantes de la Fundación Universitaria Luis Amigó, Medellín, 2010",Colombia,Katharsis ,0124-7816,2011,7,11 ,73 - 90,,GUSTAVO ADOLFO CALDERON VALLEJO
353,356,0.916666666666667,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Características sociodemográficas de los consumidores de heroína en Medellín-Colombia,Colombia,Psychologia: Avances de la Disciplina ,1900-2386,2010,4,2 ,19 - 29,,GUILLERMO ALONSO CASTANO PEREZ
353,341,0.7505553499465136,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Características sociodemográficas de los consumidores de heroína en Medellín-Colombia,Colombia,Psychologia: Avances de la Disciplina ,1900-2386,2010,4,2 ,19 - 29,,GUILLERMO ALONSO CASTANO PEREZ
353,338,0.7505553499465136,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Características sociodemográficas de los consumidores de heroína en Medellín-Colombia,Colombia,Psychologia: Avances de la Disciplina ,1900-2386,2010,4,2 ,19 - 29,,GUILLERMO ALONSO CASTANO PEREZ
354,338,0.7452413135250994,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,COMORBILIDAD ASOCIADA EN UN GRUPO DE CONSUMIDORES DE HEROÍNA DE LA CIUDAD DE MEDELLIN.,Colombia,Revista Colombiana de Psiquiatria ,0034-7450,2010,39,1 ,93 - 111,,"GUSTAVO ADOLFO CALDERON VALLEJO, GUILLERMO ALONSO CASTANO PEREZ"
354,311,0.7953559537197225,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,COMORBILIDAD ASOCIADA EN UN GRUPO DE CONSUMIDORES DE HEROÍNA DE LA CIUDAD DE MEDELLIN.,Colombia,Revista Colombiana de Psiquiatria ,0034-7450,2010,39,1 ,93 - 111,,"GUSTAVO ADOLFO CALDERON VALLEJO, GUILLERMO ALONSO CASTANO PEREZ"
354,341,0.7452413135250994,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,COMORBILIDAD ASOCIADA EN UN GRUPO DE CONSUMIDORES DE HEROÍNA DE LA CIUDAD DE MEDELLIN.,Colombia,Revista Colombiana de Psiquiatria ,0034-7450,2010,39,1 ,93 - 111,,"GUSTAVO ADOLFO CALDERON VALLEJO, GUILLERMO ALONSO CASTANO PEREZ"
354,310,0.7953559537197225,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,COMORBILIDAD ASOCIADA EN UN GRUPO DE CONSUMIDORES DE HEROÍNA DE LA CIUDAD DE MEDELLIN.,Colombia,Revista Colombiana de Psiquiatria ,0034-7450,2010,39,1 ,93 - 111,,"GUSTAVO ADOLFO CALDERON VALLEJO, GUILLERMO ALONSO CASTANO PEREZ"
354,275,0.7016464154456235,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,COMORBILIDAD ASOCIADA EN UN GRUPO DE CONSUMIDORES DE HEROÍNA DE LA CIUDAD DE MEDELLIN.,Colombia,Revista Colombiana de Psiquiatria ,0034-7450,2010,39,1 ,93 - 111,,"GUSTAVO ADOLFO CALDERON VALLEJO, GUILLERMO ALONSO CASTANO PEREZ"
354,350,0.728044007545613,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,COMORBILIDAD ASOCIADA EN UN GRUPO DE CONSUMIDORES DE HEROÍNA DE LA CIUDAD DE MEDELLIN.,Colombia,Revista Colombiana de Psiquiatria ,0034-7450,2010,39,1 ,93 - 111,,"GUSTAVO ADOLFO CALDERON VALLEJO, GUILLERMO ALONSO CASTANO PEREZ"
354,295,0.7472647177570733,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,COMORBILIDAD ASOCIADA EN UN GRUPO DE CONSUMIDORES DE HEROÍNA DE LA CIUDAD DE MEDELLIN.,Colombia,Revista Colombiana de Psiquiatria ,0034-7450,2010,39,1 ,93 - 111,,"GUSTAVO ADOLFO CALDERON VALLEJO, GUILLERMO ALONSO CASTANO PEREZ"
354,359,0.810191493666933,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,COMORBILIDAD ASOCIADA EN UN GRUPO DE CONSUMIDORES DE HEROÍNA DE LA CIUDAD DE MEDELLIN.,Colombia,Revista Colombiana de Psiquiatria ,0034-7450,2010,39,1 ,93 - 111,,"GUSTAVO ADOLFO CALDERON VALLEJO, GUILLERMO ALONSO CASTANO PEREZ"
355,363,0.8571428571428571,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Aspectos socioculturales del consumo de alcohol en Latinoamérica y estrategias de prevención,Colombia,Análisis ,0123-6814,2010,7,1 ,15 - 27,,GUILLERMO ALONSO CASTANO PEREZ
